Run	Sample_Name	body_site	submitted_subject_id
SRR1321483	GTEX-12BJ1-1926-SM-5HL9Z	Small Intestine - Terminal Ileum	GTEX-12BJ1
SRR8219487	GTEX-12BJ1-1926-SM-5HL9Z	Small Intestine - Terminal Ileum	GTEX-12BJ1
SRR1321505	GTEX-U3ZH-0326-SM-4WWDX	Heart - Left Ventricle	GTEX-U3ZH
SRR8229715	GTEX-U3ZH-0326-SM-4WWDX	Heart - Left Ventricle	GTEX-U3ZH
SRR1321528	GTEX-145MO-1326-SM-5Q5EF	Lung	GTEX-145MO
SRR8222244	GTEX-145MO-1326-SM-5Q5EF	Lung	GTEX-145MO
SRR1321552	GTEX-139TS-0011-R6a-SM-5J2OB	Brain - Nucleus accumbens (basal ganglia)	GTEX-139TS
SRR8220462	GTEX-139TS-0011-R6a-SM-5J2OB	Brain - Nucleus accumbens (basal ganglia)	GTEX-139TS
SRR1321570	GTEX-147F4-0126-SM-5QGPV	Artery - Tibial	GTEX-147F4
SRR8222356	GTEX-147F4-0126-SM-5QGPV	Artery - Tibial	GTEX-147F4
SRR1321591	GTEX-13PL7-0326-SM-5IJEK	Esophagus - Muscularis	GTEX-13PL7
SRR8221489	GTEX-13PL7-0326-SM-5IJEK	Esophagus - Muscularis	GTEX-13PL7
SRR1321608	GTEX-13SLX-0926-SM-5S2NM	Heart - Atrial Appendage	GTEX-13SLX
SRR8221746	GTEX-13SLX-0926-SM-5S2NM	Heart - Atrial Appendage	GTEX-13SLX
SRR1321630	GTEX-139T4-0226-SM-5HL5S	Skin - Sun Exposed (Lower leg)	GTEX-139T4
SRR8220420	GTEX-139T4-0226-SM-5HL5S	Skin - Sun Exposed (Lower leg)	GTEX-139T4
SRR1321650	GTEX-148VJ-2926-SM-5Q5DA	Pituitary	GTEX-148VJ
SRR8222439	GTEX-148VJ-2926-SM-5Q5DA	Pituitary	GTEX-148VJ
SRR1321674	GTEX-12ZZZ-0011-R4b-SM-5DUV7	Brain - Amygdala	GTEX-12ZZZ
SRR8219906	GTEX-12ZZZ-0011-R4b-SM-5DUV7	Brain - Amygdala	GTEX-12ZZZ
SRR1321696	GTEX-Y114-2126-SM-4TT8B	Skin - Not Sun Exposed (Suprapubic)	GTEX-Y114
SRR8231292	GTEX-Y114-2126-SM-4TT8B	Skin - Not Sun Exposed (Suprapubic)	GTEX-Y114
SRR1321720	GTEX-WYVS-1226-SM-4ONCL	Uterus	GTEX-WYVS
SRR8230553	GTEX-WYVS-1226-SM-4ONCL	Uterus	GTEX-WYVS
SRR1321744	GTEX-1269C-1026-SM-5N9EY	Esophagus - Mucosa	GTEX-1269C
SRR8219458	GTEX-1269C-1026-SM-5N9EY	Esophagus - Mucosa	GTEX-1269C
SRR1321765	GTEX-1339X-1026-SM-5IFH5	Pancreas	GTEX-1339X
SRR8220269	GTEX-1339X-1026-SM-5IFH5	Pancreas	GTEX-1339X
SRR1321786	GTEX-13OW6-0011-R5a-SM-5O9BK	Brain - Caudate (basal ganglia)	GTEX-13OW6
SRR8221383	GTEX-13OW6-0011-R5a-SM-5O9BK	Brain - Caudate (basal ganglia)	GTEX-13OW6
SRR1321808	GTEX-1122O-0126-SM-5GICA	Lung	GTEX-1122O
SRR8218370	GTEX-1122O-0126-SM-5GICA	Lung	GTEX-1122O
SRR1321829	GTEX-Y8E4-1926-SM-4VBPW	Esophagus - Gastroesophageal Junction	GTEX-Y8E4
SRR8231456	GTEX-Y8E4-1926-SM-4VBPW	Esophagus - Gastroesophageal Junction	GTEX-Y8E4
SRR1321853	GTEX-131YS-0011-R9b-SM-5EQLY	Brain - Spinal cord (cervical c-1)	GTEX-131YS
SRR8220157	GTEX-131YS-0011-R9b-SM-5EQLY	Brain - Spinal cord (cervical c-1)	GTEX-131YS
SRR1321877	GTEX-13PVR-0126-SM-5S2PY	Liver	GTEX-13PVR
SRR8221543	GTEX-13PVR-0126-SM-5S2PY	Liver	GTEX-13PVR
SRR1321897	GTEX-Y111-2626-SM-4TT24	Minor Salivary Gland	GTEX-Y111
SRR8231266	GTEX-Y111-2626-SM-4TT24	Minor Salivary Gland	GTEX-Y111
SRR1321921	GTEX-131YS-0326-SM-5PNYW	Nerve - Tibial	GTEX-131YS
SRR8220160	GTEX-131YS-0326-SM-5PNYW	Nerve - Tibial	GTEX-131YS
SRR1321942	GTEX-Y3IK-1126-SM-51MSV	Esophagus - Mucosa	GTEX-Y3IK
SRR8231335	GTEX-Y3IK-1126-SM-51MSV	Esophagus - Mucosa	GTEX-Y3IK
SRR1321966	GTEX-14ABY-0011-R9a-SM-5PNZK	Brain - Spinal cord (cervical c-1)	GTEX-14ABY
SRR8222506	GTEX-14ABY-0011-R9a-SM-5PNZK	Brain - Spinal cord (cervical c-1)	GTEX-14ABY
SRR1321987	GTEX-117YX-2526-SM-5EQ4Q	Muscle - Skeletal	GTEX-117YX
SRR8218477	GTEX-117YX-2526-SM-5EQ4Q	Muscle - Skeletal	GTEX-117YX
SRR1322010	GTEX-12WSD-3026-SM-5LZU7	Brain - Cerebellum	GTEX-12WSD
SRR8219640	GTEX-12WSD-3026-SM-5LZU7	Brain - Cerebellum	GTEX-12WSD
SRR1322028	GTEX-13FTW-0526-SM-5IFIP	Pancreas	GTEX-13FTW
SRR8220747	GTEX-13FTW-0526-SM-5IFIP	Pancreas	GTEX-13FTW
SRR1322046	GTEX-14H4A-0226-SM-5SI6Q	Adrenal Gland	GTEX-14H4A
SRR8222919	GTEX-14H4A-0226-SM-5SI6Q	Adrenal Gland	GTEX-14H4A
SRR1322070	GTEX-Z93S-2626-SM-57WBX	Colon - Sigmoid	GTEX-Z93S
SRR8231780	GTEX-Z93S-2626-SM-57WBX	Colon - Sigmoid	GTEX-Z93S
SRR1322093	GTEX-12WSB-2926-SM-59HKL	Skin - Not Sun Exposed (Suprapubic)	GTEX-12WSB
SRR8219581	GTEX-12WSB-2926-SM-59HKL	Skin - Not Sun Exposed (Suprapubic)	GTEX-12WSB
SRR1322115	GTEX-146FR-2426-SM-5NQAU	Vagina	GTEX-146FR
SRR8222308	GTEX-146FR-2426-SM-5NQAU	Vagina	GTEX-146FR
SRR1322163	GTEX-12ZZX-2826-SM-5BC6K	Brain - Cerebellum	GTEX-12ZZX
SRR8219876	GTEX-12ZZX-2826-SM-5BC6K	Brain - Cerebellum	GTEX-12ZZX
SRR1322186	GTEX-13CF3-1426-SM-5K7YY	Colon - Transverse	GTEX-13CF3
SRR8220592	GTEX-13CF3-1426-SM-5K7YY	Colon - Transverse	GTEX-13CF3
SRR1322204	GTEX-YBZK-0008-SM-59HL6	Cells - Transformed fibroblasts	GTEX-YBZK
SRR8231558	GTEX-YBZK-0008-SM-59HL6	Cells - Transformed fibroblasts	GTEX-YBZK
SRR1322227	GTEX-11DXX-2526-SM-5H119	Nerve - Tibial	GTEX-11DXX
SRR8218541	GTEX-11DXX-2526-SM-5H119	Nerve - Tibial	GTEX-11DXX
SRR1322249	GTEX-11EQ9-1826-SM-5Q5AJ	Breast - Mammary Tissue	GTEX-11EQ9
SRR8218711	GTEX-11EQ9-1826-SM-5Q5AJ	Breast - Mammary Tissue	GTEX-11EQ9
SRR1322270	GTEX-13S7M-0011-R11b-SM-5P9HU	Brain - Cerebellar Hemisphere	GTEX-13S7M
SRR8221682	GTEX-13S7M-0011-R11b-SM-5P9HU	Brain - Cerebellar Hemisphere	GTEX-13S7M
SRR1322291	GTEX-139UC-3226-SM-5N9EZ	Brain - Cerebellum	GTEX-139UC
SRR8220523	GTEX-139UC-3226-SM-5N9EZ	Brain - Cerebellum	GTEX-139UC
SRR1322312	GTEX-11ZUS-2526-SM-59872	Liver	GTEX-11ZUS
SRR8219318	GTEX-11ZUS-2526-SM-59872	Liver	GTEX-11ZUS
SRR1322334	GTEX-14ABY-0626-SM-5Q5C9	Testis	GTEX-14ABY
SRR8222510	GTEX-14ABY-0626-SM-5Q5C9	Testis	GTEX-14ABY
SRR1322355	GTEX-144GL-0726-SM-5LU4P	Testis	GTEX-144GL
SRR8222004	GTEX-144GL-0726-SM-5LU4P	Testis	GTEX-144GL
SRR1322373	GTEX-PVOW-1026-SM-5NQ7M	Lung	GTEX-PVOW
SRR8228287	GTEX-PVOW-1026-SM-5NQ7M	Lung	GTEX-PVOW
SRR1322395	GTEX-OOBJ-0326-SM-5SI84	Heart - Left Ventricle	GTEX-OOBJ
SRR8227929	GTEX-OOBJ-0326-SM-5SI84	Heart - Left Ventricle	GTEX-OOBJ
SRR1322419	GTEX-139UC-0011-R4a-SM-5K7XM	Brain - Amygdala	GTEX-139UC
SRR8220512	GTEX-139UC-0011-R4a-SM-5K7XM	Brain - Amygdala	GTEX-139UC
SRR1322437	GTEX-111VG-0526-SM-5N9BW	Thyroid	GTEX-111VG
SRR8218333	GTEX-111VG-0526-SM-5N9BW	Thyroid	GTEX-111VG
SRR1322456	GTEX-13RTL-0011-R3a-SM-5P9JP	Brain - Anterior cingulate cortex (BA24)	GTEX-13RTL
SRR8221675	GTEX-13RTL-0011-R3a-SM-5P9JP	Brain - Anterior cingulate cortex (BA24)	GTEX-13RTL
SRR1322477	GTEX-147F4-1426-SM-5LUA8	Liver	GTEX-147F4
SRR8222367	GTEX-147F4-1426-SM-5LUA8	Liver	GTEX-147F4
SRR1322494	GTEX-13X6J-0826-SM-5LU32	Thyroid	GTEX-13X6J
SRR8221912	GTEX-13X6J-0826-SM-5LU32	Thyroid	GTEX-13X6J
SRR1322512	GTEX-146FH-2126-SM-5SI9U	Stomach	GTEX-146FH
SRR8222271	GTEX-146FH-2126-SM-5SI9U	Stomach	GTEX-146FH
SRR1322536	GTEX-132AR-1726-SM-5EGHQ	Adrenal Gland	GTEX-132AR
SRR8220195	GTEX-132AR-1726-SM-5EGHQ	Adrenal Gland	GTEX-132AR
SRR1322555	GTEX-131XH-0011-R6a-SM-5KM2G	Brain - Nucleus accumbens (basal ganglia)	GTEX-131XH
SRR8220116	GTEX-131XH-0011-R6a-SM-5KM2G	Brain - Nucleus accumbens (basal ganglia)	GTEX-131XH
SRR1322573	GTEX-14AS3-2226-SM-5S2OX	Nerve - Tibial	GTEX-14AS3
SRR8222538	GTEX-14AS3-2226-SM-5S2OX	Nerve - Tibial	GTEX-14AS3
SRR1322595	GTEX-12WSI-0826-SM-5EGKD	Lung	GTEX-12WSI
SRR8219720	GTEX-12WSI-0826-SM-5EGKD	Lung	GTEX-12WSI
SRR1322619	GTEX-1313W-0006-SM-5O9B1	Whole Blood	GTEX-1313W
SRR8219991	GTEX-1313W-0006-SM-5O9B1	Whole Blood	GTEX-1313W
SRR1322643	GTEX-117YW-0226-SM-5N9CM	Artery - Aorta	GTEX-117YW
SRR8218439	GTEX-117YW-0226-SM-5N9CM	Artery - Aorta	GTEX-117YW
SRR1322662	GTEX-11OF3-2526-SM-5P9JL	Muscle - Skeletal	GTEX-11OF3
SRR8218963	GTEX-11OF3-2526-SM-5P9JL	Muscle - Skeletal	GTEX-11OF3
SRR1322683	GTEX-WHPG-1526-SM-4M1ZK	Adrenal Gland	GTEX-WHPG
SRR8230218	GTEX-WHPG-1526-SM-4M1ZK	Adrenal Gland	GTEX-WHPG
SRR1322711	GTEX-13OW7-0826-SM-5L3EL	Thyroid	GTEX-13OW7
SRR8221424	GTEX-13OW7-0826-SM-5L3EL	Thyroid	GTEX-13OW7
SRR1322730	GTEX-QV44-0426-SM-4R1KF	Pancreas	GTEX-QV44
SRR8228735	GTEX-QV44-0426-SM-4R1KF	Pancreas	GTEX-QV44
SRR1322747	GTEX-1399U-0226-SM-5P9J2	Adrenal Gland	GTEX-1399U
SRR8220381	GTEX-1399U-0226-SM-5P9J2	Adrenal Gland	GTEX-1399U
SRR1322768	GTEX-11ZVC-0011-R1b-SM-5BC6M	Brain - Hippocampus	GTEX-11ZVC
SRR8219325	GTEX-11ZVC-0011-R1b-SM-5BC6M	Brain - Hippocampus	GTEX-11ZVC
SRR1322790	GTEX-WHSE-0626-SM-4RGNF	Thyroid	GTEX-WHSE
SRR8230261	GTEX-WHSE-0626-SM-4RGNF	Thyroid	GTEX-WHSE
SRR1322816	GTEX-YF7O-1326-SM-4W1ZR	Pancreas	GTEX-YF7O
SRR8231652	GTEX-YF7O-1326-SM-4W1ZR	Pancreas	GTEX-YF7O
SRR1322840	GTEX-13W46-1226-SM-5SIAS	Adipose - Visceral (Omentum)	GTEX-13W46
SRR8221860	GTEX-13W46-1226-SM-5SIAS	Adipose - Visceral (Omentum)	GTEX-13W46
SRR1322864	GTEX-YB5K-2426-SM-5IFHP	Nerve - Tibial	GTEX-YB5K
SRR8231555	GTEX-YB5K-2426-SM-5IFHP	Nerve - Tibial	GTEX-YB5K
SRR1322882	GTEX-13FTW-2626-SM-5K7WL	Skin - Sun Exposed (Lower leg)	GTEX-13FTW
SRR8220766	GTEX-13FTW-2626-SM-5K7WL	Skin - Sun Exposed (Lower leg)	GTEX-13FTW
SRR1322900	GTEX-1314G-1726-SM-5LZUX	Muscle - Skeletal	GTEX-1314G
SRR8220028	GTEX-1314G-1726-SM-5LZUX	Muscle - Skeletal	GTEX-1314G
SRR1322918	GTEX-13O61-1226-SM-5KM21	Esophagus - Gastroesophageal Junction	GTEX-13O61
SRR8221208	GTEX-13O61-1226-SM-5KM21	Esophagus - Gastroesophageal Junction	GTEX-13O61
SRR1322936	GTEX-POMQ-2326-SM-5S2VS	Adipose - Subcutaneous	GTEX-POMQ
SRR8228244	GTEX-POMQ-2326-SM-5S2VS	Adipose - Subcutaneous	GTEX-POMQ
SRR1322960	GTEX-13O3O-2326-SM-5IJD6	Skin - Not Sun Exposed (Suprapubic)	GTEX-13O3O
SRR8221150	GTEX-13O3O-2326-SM-5IJD6	Skin - Not Sun Exposed (Suprapubic)	GTEX-13O3O
SRR1322981	GTEX-131XF-2126-SM-5DUWS	Skin - Sun Exposed (Lower leg)	GTEX-131XF
SRR8220073	GTEX-131XF-2126-SM-5DUWS	Skin - Sun Exposed (Lower leg)	GTEX-131XF
SRR1323002	GTEX-12WSG-2426-SM-5EQLZ	Colon - Sigmoid	GTEX-12WSG
SRR8219689	GTEX-12WSG-2426-SM-5EQLZ	Colon - Sigmoid	GTEX-12WSG
SRR1323043	GTEX-1128S-2726-SM-5H12C	Brain - Cortex	GTEX-1128S
SRR8218404	GTEX-1128S-2726-SM-5H12C	Brain - Cortex	GTEX-1128S
SRR1323065	GTEX-111YS-0726-SM-5GZY8	Thyroid	GTEX-111YS
SRR8218349	GTEX-111YS-0726-SM-5GZY8	Thyroid	GTEX-111YS
SRR1323087	GTEX-139UC-2926-SM-5J1N6	Muscle - Skeletal	GTEX-139UC
SRR8220520	GTEX-139UC-2926-SM-5J1N6	Muscle - Skeletal	GTEX-139UC
SRR1323106	GTEX-N7MS-0011-R3a-SM-5SI8H	Brain - Anterior cingulate cortex (BA24)	GTEX-N7MS
SRR8227615	GTEX-N7MS-0011-R3a-SM-5SI8H	Brain - Anterior cingulate cortex (BA24)	GTEX-N7MS
SRR1323130	GTEX-13S7M-0011-R6b-SM-5O9D8	Brain - Nucleus accumbens (basal ganglia)	GTEX-13S7M
SRR8221686	GTEX-13S7M-0011-R6b-SM-5O9D8	Brain - Nucleus accumbens (basal ganglia)	GTEX-13S7M
SRR1323152	GTEX-11O72-0326-SM-5986D	Muscle - Skeletal	GTEX-11O72
SRR8218918	GTEX-11O72-0326-SM-5986D	Muscle - Skeletal	GTEX-11O72
SRR1323174	GTEX-13OW7-0011-R3a-SM-5O9DA	Brain - Anterior cingulate cortex (BA24)	GTEX-13OW7
SRR8221414	GTEX-13OW7-0011-R3a-SM-5O9DA	Brain - Anterior cingulate cortex (BA24)	GTEX-13OW7
SRR1323196	GTEX-13OVJ-0011-R1b-SM-5L3I6	Brain - Hippocampus	GTEX-13OVJ
SRR8221283	GTEX-13OVJ-0011-R1b-SM-5L3I6	Brain - Hippocampus	GTEX-13OVJ
SRR1323215	GTEX-11DXY-2026-SM-5N9CZ	Colon - Sigmoid	GTEX-11DXY
SRR8218558	GTEX-11DXY-2026-SM-5N9CZ	Colon - Sigmoid	GTEX-11DXY
SRR1323234	GTEX-12ZZX-2126-SM-5LZVL	Uterus	GTEX-12ZZX
SRR8219873	GTEX-12ZZX-2126-SM-5LZVL	Uterus	GTEX-12ZZX
SRR1323252	GTEX-13FTX-2226-SM-5J1OP	Artery - Tibial	GTEX-13FTX
SRR8220780	GTEX-13FTX-2226-SM-5J1OP	Artery - Tibial	GTEX-13FTX
SRR1323271	GTEX-13NYB-2926-SM-5K7VH	Artery - Tibial	GTEX-13NYB
SRR8221004	GTEX-13NYB-2926-SM-5K7VH	Artery - Tibial	GTEX-13NYB
SRR1323289	GTEX-12WSN-1426-SM-5GCO6	Skin - Not Sun Exposed (Suprapubic)	GTEX-12WSN
SRR8219820	GTEX-12WSN-1426-SM-5GCO6	Skin - Not Sun Exposed (Suprapubic)	GTEX-12WSN
SRR1323312	GTEX-145ME-0826-SM-5O9AF	Colon - Transverse	GTEX-145ME
SRR8222138	GTEX-145ME-0826-SM-5O9AF	Colon - Transverse	GTEX-145ME
SRR1323336	GTEX-144FL-0426-SM-5O9A1	Nerve - Tibial	GTEX-144FL
SRR8221982	GTEX-144FL-0426-SM-5O9A1	Nerve - Tibial	GTEX-144FL
SRR1323360	GTEX-1122O-0326-SM-5H124	Adrenal Gland	GTEX-1122O
SRR8218372	GTEX-1122O-0326-SM-5H124	Adrenal Gland	GTEX-1122O
SRR1323382	GTEX-117YX-1326-SM-5H125	Lung	GTEX-117YX
SRR8218465	GTEX-117YX-1326-SM-5H125	Lung	GTEX-117YX
SRR1323404	GTEX-13CF3-1926-SM-5K7WF	Stomach	GTEX-13CF3
SRR8220597	GTEX-13CF3-1926-SM-5K7WF	Stomach	GTEX-13CF3
SRR1323422	GTEX-Y5V5-0001-SM-4V6FZ	Cells - EBV-transformed lymphocytes	GTEX-Y5V5
SRR8231375	GTEX-Y5V5-0001-SM-4V6FZ	Cells - EBV-transformed lymphocytes	GTEX-Y5V5
SRR1323446	GTEX-WHWD-1226-SM-4OOS1	Colon - Transverse	GTEX-WHWD
SRR8230285	GTEX-WHWD-1226-SM-4OOS1	Colon - Transverse	GTEX-WHWD
SRR1323470	GTEX-146FQ-1226-SM-5QGQ4	Esophagus - Gastroesophageal Junction	GTEX-146FQ
SRR8222286	GTEX-146FQ-1226-SM-5QGQ4	Esophagus - Gastroesophageal Junction	GTEX-146FQ
SRR1323491	GTEX-13OW6-2626-SM-5IFF2	Liver	GTEX-13OW6
SRR8221406	GTEX-13OW6-2626-SM-5IFF2	Liver	GTEX-13OW6
SRR1323512	GTEX-Y5V5-0726-SM-4VBPY	Heart - Atrial Appendage	GTEX-Y5V5
SRR8231382	GTEX-Y5V5-0726-SM-4VBPY	Heart - Atrial Appendage	GTEX-Y5V5
SRR1323536	GTEX-145LS-0011-R1b-SM-5PNUP	Brain - Hippocampus	GTEX-145LS
SRR8222058	GTEX-145LS-0011-R1b-SM-5PNUP	Brain - Hippocampus	GTEX-145LS
SRR1323558	GTEX-13W3W-2426-SM-5LU5B	Skin - Sun Exposed (Lower leg)	GTEX-13W3W
SRR8221849	GTEX-13W3W-2426-SM-5LU5B	Skin - Sun Exposed (Lower leg)	GTEX-13W3W
SRR1323577	GTEX-Y3I4-0726-SM-4TT7M	Adipose - Visceral (Omentum)	GTEX-Y3I4
SRR8231306	GTEX-Y3I4-0726-SM-4TT7M	Adipose - Visceral (Omentum)	GTEX-Y3I4
SRR1323603	GTEX-YFC4-0011-R9a-SM-4SOK4	Brain - Spinal cord (cervical c-1)	GTEX-YFC4
SRR8231676	GTEX-YFC4-0011-R9a-SM-4SOK4	Brain - Spinal cord (cervical c-1)	GTEX-YFC4
SRR1323628	GTEX-11I78-0826-SM-5A5K4	Heart - Left Ventricle	GTEX-11I78
SRR8218803	GTEX-11I78-0826-SM-5A5K4	Heart - Left Ventricle	GTEX-11I78
SRR1323651	GTEX-Y3IK-1326-SM-4YCD8	Esophagus - Gastroesophageal Junction	GTEX-Y3IK
SRR8231337	GTEX-Y3IK-1326-SM-4YCD8	Esophagus - Gastroesophageal Junction	GTEX-Y3IK
SRR1323675	GTEX-WRHK-0008-SM-4MVPA	Cells - Transformed fibroblasts	GTEX-WRHK
SRR8230380	GTEX-WRHK-0008-SM-4MVPA	Cells - Transformed fibroblasts	GTEX-WRHK
SRR1323699	GTEX-14ABY-0726-SM-5Q5DF	Prostate	GTEX-14ABY
SRR8222511	GTEX-14ABY-0726-SM-5Q5DF	Prostate	GTEX-14ABY
SRR1323723	GTEX-131XF-1026-SM-5BC6A	Lung	GTEX-131XF
SRR8220065	GTEX-131XF-1026-SM-5BC6A	Lung	GTEX-131XF
SRR1323746	GTEX-13OVH-3026-SM-5MR4N	Brain - Cortex	GTEX-13OVH
SRR8221255	GTEX-13OVH-3026-SM-5MR4N	Brain - Cortex	GTEX-13OVH
SRR1323764	GTEX-147F4-0011-R6b-SM-5S2UP	Brain - Nucleus accumbens (basal ganglia)	GTEX-147F4
SRR8222354	GTEX-147F4-0011-R6b-SM-5S2UP	Brain - Nucleus accumbens (basal ganglia)	GTEX-147F4
SRR1323788	GTEX-12BJ1-0726-SM-5EGGF	Spleen	GTEX-12BJ1
SRR8219475	GTEX-12BJ1-0726-SM-5EGGF	Spleen	GTEX-12BJ1
SRR1323807	GTEX-13S7M-0011-R9a-SM-5O9DW	Brain - Spinal cord (cervical c-1)	GTEX-13S7M
SRR8221688	GTEX-13S7M-0011-R9a-SM-5O9DW	Brain - Spinal cord (cervical c-1)	GTEX-13S7M
SRR1323829	GTEX-11PRG-0826-SM-5EQ6A	Breast - Mammary Tissue	GTEX-11PRG
SRR8219068	GTEX-11PRG-0826-SM-5EQ6A	Breast - Mammary Tissue	GTEX-11PRG
SRR1323850	GTEX-Y3IK-0526-SM-4WWE3	Thyroid	GTEX-Y3IK
SRR8231329	GTEX-Y3IK-0526-SM-4WWE3	Thyroid	GTEX-Y3IK
SRR1323873	GTEX-Y8E4-2426-SM-4WWDN	Colon - Transverse	GTEX-Y8E4
SRR8231460	GTEX-Y8E4-2426-SM-4WWDN	Colon - Transverse	GTEX-Y8E4
SRR1323896	GTEX-PLZ6-0426-SM-5IFK2	Lung	GTEX-PLZ6
SRR8228210	GTEX-PLZ6-0426-SM-5IFK2	Lung	GTEX-PLZ6
SRR1323914	GTEX-1212Z-0426-SM-5FQT6	Thyroid	GTEX-1212Z
SRR8219390	GTEX-1212Z-0426-SM-5FQT6	Thyroid	GTEX-1212Z
SRR1323936	GTEX-12WSB-0726-SM-5N9GD	Thyroid	GTEX-12WSB
SRR8219578	GTEX-12WSB-0726-SM-5N9GD	Thyroid	GTEX-12WSB
SRR1323957	GTEX-11GSP-2226-SM-5HL5Q	Vagina	GTEX-11GSP
SRR8218776	GTEX-11GSP-2226-SM-5HL5Q	Vagina	GTEX-11GSP
SRR1323977	GTEX-13X6K-3026-SM-5QGPA	Pituitary	GTEX-13X6K
SRR8221948	GTEX-13X6K-3026-SM-5QGPA	Pituitary	GTEX-13X6K
SRR1324004	GTEX-139YR-1826-SM-5LZXA	Esophagus - Gastroesophageal Junction	GTEX-139YR
SRR8220551	GTEX-139YR-1826-SM-5LZXA	Esophagus - Gastroesophageal Junction	GTEX-139YR
SRR1324025	GTEX-YF7O-2426-SM-5IFJL	Adipose - Subcutaneous	GTEX-YF7O
SRR8231661	GTEX-YF7O-2426-SM-5IFJL	Adipose - Subcutaneous	GTEX-YF7O
SRR1324043	GTEX-13OW6-0011-R7b-SM-5L3H4	Brain - Putamen (basal ganglia)	GTEX-13OW6
SRR8221385	GTEX-13OW6-0011-R7b-SM-5L3H4	Brain - Putamen (basal ganglia)	GTEX-13OW6
SRR1324062	GTEX-11EQ9-0426-SM-5A5JY	Spleen	GTEX-11EQ9
SRR8218697	GTEX-11EQ9-0426-SM-5A5JY	Spleen	GTEX-11EQ9
SRR1324085	GTEX-139D8-1626-SM-5IJFZ	Adipose - Visceral (Omentum)	GTEX-139D8
SRR8220412	GTEX-139D8-1626-SM-5IJFZ	Adipose - Visceral (Omentum)	GTEX-139D8
SRR1324102	GTEX-13O61-2126-SM-5IJEO	Pancreas	GTEX-13O61
SRR8221217	GTEX-13O61-2126-SM-5IJEO	Pancreas	GTEX-13O61
SRR1324119	GTEX-11NSD-2226-SM-5986V	Skin - Sun Exposed (Lower leg)	GTEX-11NSD
SRR8218874	GTEX-11NSD-2226-SM-5986V	Skin - Sun Exposed (Lower leg)	GTEX-11NSD
SRR1324141	GTEX-11EMC-3126-SM-5EGJP	Pituitary	GTEX-11EMC
SRR8218677	GTEX-11EMC-3126-SM-5EGJP	Pituitary	GTEX-11EMC
SRR1324165	GTEX-13O3P-0126-SM-5KM4S	Skin - Sun Exposed (Lower leg)	GTEX-13O3P
SRR8221155	GTEX-13O3P-0126-SM-5KM4S	Skin - Sun Exposed (Lower leg)	GTEX-13O3P
SRR1324184	GTEX-111FC-3026-SM-5GZYJ	Pituitary	GTEX-111FC
SRR8218328	GTEX-111FC-3026-SM-5GZYJ	Pituitary	GTEX-111FC
SRR1324206	GTEX-XQ8I-2426-SM-4WAXY	Breast - Mammary Tissue	GTEX-XQ8I
SRR8231100	GTEX-XQ8I-2426-SM-4WAXY	Breast - Mammary Tissue	GTEX-XQ8I
SRR1324226	GTEX-14C5O-0126-SM-5SI6N	Skin - Sun Exposed (Lower leg)	GTEX-14C5O
SRR8222737	GTEX-14C5O-0126-SM-5SI6N	Skin - Sun Exposed (Lower leg)	GTEX-14C5O
SRR1324269	GTEX-WHSB-0226-SM-4M1XE	Artery - Aorta	GTEX-WHSB
SRR8230228	GTEX-WHSB-0226-SM-4M1XE	Artery - Aorta	GTEX-WHSB
SRR1324250	GTEX-11DXZ-0726-SM-5N9C4	Lung	GTEX-11DXZ
SRR8218572	GTEX-11DXZ-0726-SM-5N9C4	Lung	GTEX-11DXZ
SRR1324295	GTEX-13112-1426-SM-5EGH8	Liver	GTEX-13112
SRR8219961	GTEX-13112-1426-SM-5EGH8	Liver	GTEX-13112
SRR1324314	GTEX-1399R-0526-SM-5IJEF	Prostate	GTEX-1399R
SRR8220311	GTEX-1399R-0526-SM-5IJEF	Prostate	GTEX-1399R
SRR1324331	GTEX-13G51-1826-SM-5KLZH	Skin - Not Sun Exposed (Suprapubic)	GTEX-13G51
SRR8220837	GTEX-13G51-1826-SM-5KLZH	Skin - Not Sun Exposed (Suprapubic)	GTEX-13G51
SRR1324349	GTEX-12584-0426-SM-5FQTT	Artery - Tibial	GTEX-12584
SRR8219411	GTEX-12584-0426-SM-5FQTT	Artery - Tibial	GTEX-12584
SRR1324371	GTEX-13O3Q-2926-SM-5KM45	Brain - Cortex	GTEX-13O3Q
SRR8221195	GTEX-13O3Q-2926-SM-5KM45	Brain - Cortex	GTEX-13O3Q
SRR1324390	GTEX-11EQ9-2126-SM-5PNVW	Muscle - Skeletal	GTEX-11EQ9
SRR8218714	GTEX-11EQ9-2126-SM-5PNVW	Muscle - Skeletal	GTEX-11EQ9
SRR1324412	GTEX-11DXZ-0126-SM-5EGGY	Liver	GTEX-11DXZ
SRR8218566	GTEX-11DXZ-0126-SM-5EGGY	Liver	GTEX-11DXZ
SRR1324431	GTEX-13G51-0011-R6b-SM-5LZX4	Brain - Nucleus accumbens (basal ganglia)	GTEX-13G51
SRR8220828	GTEX-13G51-0011-R6b-SM-5LZX4	Brain - Nucleus accumbens (basal ganglia)	GTEX-13G51
SRR1324452	GTEX-139TS-3126-SM-5LZWX	Brain - Cerebellum	GTEX-139TS
SRR8220475	GTEX-139TS-3126-SM-5LZWX	Brain - Cerebellum	GTEX-139TS
SRR1324473	GTEX-ZA64-1426-SM-5CVMC	Colon - Sigmoid	GTEX-ZA64
